=== Модели, отсутствующие в JSON (но есть в Excel) ===
                                    Модель Источник
                  Аляска СН-153 В хром/ХДП    Excel

                  Аризона СН-400 В хром/МБ    Excel

              Вермонт СН-151 В хром/ХДП/МБ    Excel

                   Верона К-10 В дерево/МБ    Excel

               Калифорния СН-438 В хром/МБ    Excel
              Калифорния СН-438 В хром/ХДП    Excel

                       Престиж Нептун хром    Excel

                  Самба GTP пиастра/столик    Excel
                       Самба GTP TG/столик    Excel
                Сириус С-102 Гольф пластик    Excel

                        Честер GTS TG хром    Excel

               Энжел Лайт СН-800 черный TG    Excel
            Энжел СН-800 чёрный Н/п Нео СН    Excel

=== Модели, отсутствующие в Excel (но есть в JSON) ===
                        Модель Источник
          Дэли ch-503 white ch     JSON
                         Тоник     JSON
                    Epik е-277     JSON
                 Астек пвм б/п     JSON
                   Престиж cpt     JSON
                  Престиж люкс     JSON
                   Престиж пвм     JSON
      Самба люкс gtp tg столик     JSON
              Айкью сн-710 н_п     JSON
        Айкью сн-710 н пластик     JSON
         Бремен м-123 алюминий     JSON
  Вермонт сн-151 в хром хдп мб     JSON
          Кайман в топ-ган lux     JSON
      Калифорния в cн-438 хром     JSON
     Канзас м-111 пластик/хром     JSON
    Онтарио м-105 пластик/хром     JSON
Онтарио м-405 н/п пластик/хром     JSON
                    Ройс м-704     JSON
                 Палермо м-702     JSON
                         Изо-2     JSON
                         Изо-3     JSON
                       Клуб 4l     JSON
                       Клуб 4к     JSON
                      Клуб gts     JSON
                          Клуб     JSON
                     Шелл софт     JSON

=== Несовпадения параметров (требуют исправления) ===
                                     Модель                 Параметр               JSON          Excel Нужно исправить?
                    Комо В пластик-люкс 727                   brutto               19,8              -               Да
                    Комо В пластик-люкс 727                   volume              0,364              -               Да
                             Комо В пластик            package_width                  -              -               Да
                             Комо В пластик                    netto                  -              -               Да
                             Комо В пластик           package_height                  -              -               Да
                             Комо В пластик                   volume                  -              -               Да
                             Комо В пластик                   brutto                  -              -               Да
                             Комо В пластик            package_depth                  -              -               Да
                             Комо В пластик            package_width               1100              -               Да
                             Комо В пластик            package_depth                490              -               Да
                             Комо В пластик           package_height                676              -               Да
                             Комо В пластик                   brutto               19,8              -               Да
                             Комо В пластик                   volume              0,364              -               Да
                                Комо В хром            package_width                  -              -               Да
                                Комо В хром                    netto                  -              -               Да
                                Комо В хром           package_height                  -              -               Да
                                Комо В хром                   volume                  -              -               Да
                                Комо В хром                   brutto                  -              -               Да
                                Комо В хром            package_depth                  -              -               Да
                                Комо В хром            package_width               1100              -               Да
                                Комо В хром            package_depth                490              -               Да
                                Комо В хром           package_height                676              -               Да
                                Комо В хром                   brutto                 21              -               Да
                                Комо В хром                   volume              0,364              -               Да
                            Комо Н/п дерево            package_width                  -              -               Да
                            Комо Н/п дерево                    netto                  -           12.4               Да
                            Комо Н/п дерево           package_height                  -              -               Да
                            Комо Н/п дерево                   volume                  -              -               Да
                            Комо Н/п дерево                   brutto                  -              -               Да
                            Комо Н/п дерево            package_depth                  -              -               Да
                            Комо Н/п дерево            package_width                900              -               Да
                            Комо Н/п дерево            package_depth                490              -               Да
                            Комо Н/п дерево           package_height                676              -               Да
                            Комо Н/п дерево                   brutto               17,8              -               Да
                            Комо Н/п дерево                   volume                0,4              -               Да
                  Комо Н/п пластик-люкс 727            package_width                  -              -               Да
                  Комо Н/п пластик-люкс 727                    netto                  -           15.6               Да
                  Комо Н/п пластик-люкс 727           package_height                  -              -               Да
                  Комо Н/п пластик-люкс 727                   volume                  -              -               Да
                  Комо Н/п пластик-люкс 727                   brutto                  -              -               Да
                  Комо Н/п пластик-люкс 727            package_depth                  -              -               Да
                  Комо Н/п пластик-люкс 727            package_width               1100              -               Да
                  Комо Н/п пластик-люкс 727            package_depth                490              -               Да
                  Комо Н/п пластик-люкс 727           package_height                676              -               Да
                  Комо Н/п пластик-люкс 727                   brutto               19,4              -               Да
                  Комо Н/п пластик-люкс 727                   volume                0,5              -               Да
                           Комо Н/п пластик            package_width                  -              -               Да
                           Комо Н/п пластик                    netto                  -           15.6               Да
                           Комо Н/п пластик           package_height                  -              -               Да
                           Комо Н/п пластик                   volume                  -              -               Да
                           Комо Н/п пластик                   brutto                  -              -               Да
                           Комо Н/п пластик            package_depth                  -              -               Да
                           Комо Н/п пластик            package_width               1100              -               Да
                           Комо Н/п пластик            package_depth                490              -               Да
                           Комо Н/п пластик           package_height                676              -               Да
                           Комо Н/п пластик                   brutto               19,4              -               Да
                           Комо Н/п пластик                   volume                0,5              -               Да
                              Комо Н/п хром            package_width                  -              -               Да
                              Комо Н/п хром                    netto                  -              -               Да
                              Комо Н/п хром           package_height                  -              -               Да
                              Комо Н/п хром                   volume                  -              -               Да
                              Комо Н/п хром                   brutto                  -              -               Да
                              Комо Н/п хром            package_depth                  -              -               Да
                              Комо Н/п хром            package_width               1100              -               Да
                              Комо Н/п хром            package_depth                490              -               Да
                              Комо Н/п хром           package_height                676              -               Да
                              Комо Н/п хром                   brutto               19,7              -               Да
                              Комо Н/п хром                   volume                0,5              -               Да
                                Куба СН-701            package_width                  -              -               Да
                                Куба СН-701                    netto                  -           17.5               Да
                                Куба СН-701           package_height                  -              -               Да
                                Куба СН-701                   volume                  -              -               Да
                                Куба СН-701                   brutto                  -              -               Да
                                Куба СН-701            package_depth                  -              -               Да
                                Куба СН-701            package_width                830              -               Да
                                Куба СН-701            package_depth                360              -               Да
                                Куба СН-701           package_height                665              -               Да
                                Куба СН-701                   brutto               19,1              -               Да
                                Куба СН-701                   volume                0,2              -               Да
                             Надир В дерево            package_width                  -              -               Да
                             Надир В дерево                    netto                  -           17.1               Да
                             Надир В дерево           package_height                  -              -               Да
                             Надир В дерево                   volume                  -              -               Да
                             Надир В дерево                   brutto                  -              -               Да
                             Надир В дерево            package_depth                  -              -               Да
                             Надир В дерево            package_width               1100              -               Да
                             Надир В дерево            package_depth                490              -               Да
                             Надир В дерево           package_height                676              -               Да
                             Надир В дерево                   brutto               22,3              -               Да
                             Надир В дерево                   volume              0,364              -               Да
                   Надир В пластик-люкс 727            package_width                  -              -               Да
                   Надир В пластик-люкс 727                    netto                  -           15.7               Да
                   Надир В пластик-люкс 727           package_height                  -              -               Да
                   Надир В пластик-люкс 727                   volume                  -              -               Да
                   Надир В пластик-люкс 727                   brutto                  -              -               Да
                   Надир В пластик-люкс 727            package_depth                  -              -               Да
                   Надир В пластик-люкс 727            package_width               1100              -               Да
                   Надир В пластик-люкс 727            package_depth                490              -               Да
                   Надир В пластик-люкс 727           package_height                676              -               Да
                   Надир В пластик-люкс 727                   brutto              16,15              -               Да
                   Надир В пластик-люкс 727                   volume              0,364              -               Да
                            Надир В пластик            package_width                  -              -               Да
                            Надир В пластик                    netto                  -           15.6               Да
                            Надир В пластик           package_height                  -              -               Да
                            Надир В пластик                   volume                  -              -               Да
                            Надир В пластик                   brutto                  -              -               Да
                            Надир В пластик            package_depth                  -              -               Да
                            Надир В пластик            package_width               1100              -               Да
                            Надир В пластик            package_depth                490              -               Да
                            Надир В пластик           package_height                676              -               Да
                            Надир В пластик                   brutto               19,5              -               Да
                            Надир В пластик                   volume              0,364              -               Да
                               Надир В хром            package_width                  -              -               Да
                               Надир В хром                    netto                  -              -               Да
                               Надир В хром           package_height                  -              -               Да
                               Надир В хром                   volume                  -              -               Да
                               Надир В хром                   brutto                  -              -               Да
                               Надир В хром            package_depth                  -              -               Да
                               Надир В хром            package_width               1100              -               Да
                               Надир В хром            package_depth                490              -               Да
                               Надир В хром           package_height                676              -               Да
                               Надир В хром                   brutto               20,7              -               Да
                               Надир В хром                   volume              0,364              -               Да
                Орегон СН-686 В пластик 727            package_width                  -              -               Да
                Орегон СН-686 В пластик 727                    netto                  -           14.1               Да
                Орегон СН-686 В пластик 727           package_height                  -              -               Да
                Орегон СН-686 В пластик 727                   volume                  -              -               Да
                Орегон СН-686 В пластик 727                   brutto                  -              -               Да
                Орегон СН-686 В пластик 727            package_depth                  -              -               Да
                Орегон СН-686 В пластик 727            package_width                760              -               Да
                Орегон СН-686 В пластик 727            package_depth                440              -               Да
                Орегон СН-686 В пластик 727           package_height                650              -               Да
                Орегон СН-686 В пластик 727                   brutto               16,2              -               Да
                Орегон СН-686 В пластик 727                   volume               0,22              -               Да
           Орегон СН-686 В пластик-люкс 727            package_width                  -              -               Да
           Орегон СН-686 В пластик-люкс 727                    netto                  -              -               Да
           Орегон СН-686 В пластик-люкс 727           package_height                  -              -               Да
           Орегон СН-686 В пластик-люкс 727                   volume                  -              -               Да
           Орегон СН-686 В пластик-люкс 727                   brutto                  -              -               Да
           Орегон СН-686 В пластик-люкс 727            package_depth                  -              -               Да
           Орегон СН-686 В пластик-люкс 727            package_width                760              -               Да
           Орегон СН-686 В пластик-люкс 727            package_depth                440              -               Да
           Орегон СН-686 В пластик-люкс 727           package_height                650              -               Да
           Орегон СН-686 В пластик-люкс 727                   brutto               16,2              -               Да
           Орегон СН-686 В пластик-люкс 727                   volume               0,22              -               Да
                             Орион В дерево            package_width                  -              -               Да
                             Орион В дерево                    netto                  -           18.5               Да
                             Орион В дерево           package_height                  -              -               Да
                             Орион В дерево                   volume                  -              -               Да
                             Орион В дерево                   brutto                  -              -               Да
                             Орион В дерево            package_depth                  -              -               Да
                             Орион В дерево            package_width               1100              -               Да
                             Орион В дерево            package_depth                490              -               Да
                             Орион В дерево           package_height                676              -               Да
                             Орион В дерево                   brutto               22,2              -               Да
                             Орион В дерево                   volume              0,364              -               Да
                            Орион В пластик            package_width                  -              -               Да
                            Орион В пластик                    netto                  -              -               Да
                            Орион В пластик           package_height                  -              -               Да
                            Орион В пластик                   volume                  -              -               Да
                            Орион В пластик                   brutto                  -              -               Да
                            Орион В пластик            package_depth                  -              -               Да
                            Орион В пластик            package_width               1100              -               Да
                            Орион В пластик            package_depth                490              -               Да
                            Орион В пластик           package_height                676              -               Да
                            Орион В пластик                   brutto               20,1              -               Да
                            Орион В пластик                   volume              0,364              -               Да
                               Орион В хром            package_width                  -              -               Да
                               Орион В хром                    netto                  -              -               Да
                               Орион В хром           package_height                  -              -               Да
                               Орион В хром                   volume                  -              -               Да
                               Орион В хром                   brutto                  -              -               Да
                               Орион В хром            package_depth                  -              -               Да
                               Орион В хром            package_width               1100              -               Да
                               Орион В хром            package_depth                490              -               Да
                               Орион В хром           package_height                676              -               Да
                               Орион В хром                   brutto               20,9              -               Да
                               Орион В хром                   volume              0,364              -               Да
                           Орион Н/п дерево            package_width                  -              -               Да
                           Орион Н/п дерево                    netto                  -              -               Да
                           Орион Н/п дерево           package_height                  -              -               Да
                           Орион Н/п дерево                   volume                  -              -               Да
                           Орион Н/п дерево                   brutto                  -              -               Да
                           Орион Н/п дерево            package_depth                  -              -               Да
                           Орион Н/п дерево            package_width                900              -               Да
                           Орион Н/п дерево            package_depth                490              -               Да
                           Орион Н/п дерево           package_height                676              -               Да
                           Орион Н/п дерево                   brutto               22,2              -               Да
                           Орион Н/п дерево                   volume                0,3              -               Да
                          Орион Н/п пластик            package_width                  -              -               Да
                          Орион Н/п пластик                    netto                  -              -               Да
                          Орион Н/п пластик           package_height                  -              -               Да
                          Орион Н/п пластик                   volume                  -              -               Да
                          Орион Н/п пластик                   brutto                  -              -               Да
                          Орион Н/п пластик            package_depth                  -              -               Да
                          Орион Н/п пластик            package_width               1100              -               Да
                          Орион Н/п пластик            package_depth                490              -               Да
                          Орион Н/п пластик           package_height                676              -               Да
                          Орион Н/п пластик                   brutto               20,4              -               Да
                          Орион Н/п пластик                   volume              0,364              -               Да
                             Орион Н/п хром            package_width                  -              -               Да
                             Орион Н/п хром                    netto                  -              -               Да
                             Орион Н/п хром           package_height                  -              -               Да
                             Орион Н/п хром                   volume                  -              -               Да
                             Орион Н/п хром                   brutto                  -              -               Да
                             Орион Н/п хром            package_depth                  -              -               Да
                             Орион Н/п хром            package_width               1100              -               Да
                             Орион Н/п хром            package_depth                490              -               Да
                             Орион Н/п хром           package_height                676              -               Да
                             Орион Н/п хром                   brutto               20,9              -               Да
                             Орион Н/п хром                   volume              0,364              -               Да
                   Пилот В пластик-люкс 727            package_width                  -              -               Да
                   Пилот В пластик-люкс 727                    netto                  -              -               Да
                   Пилот В пластик-люкс 727           package_height                  -              -               Да
                   Пилот В пластик-люкс 727                   volume                  -              -               Да
                   Пилот В пластик-люкс 727                   brutto                  -              -               Да
                   Пилот В пластик-люкс 727            package_depth                  -              -               Да
                   Пилот В пластик-люкс 727            package_width               1100              -               Да
                   Пилот В пластик-люкс 727            package_depth                490              -               Да
                   Пилот В пластик-люкс 727           package_height                676              -               Да
                   Пилот В пластик-люкс 727                   brutto              17,61              -               Да
                   Пилот В пластик-люкс 727                   volume              0,364              -               Да
                            Пилот В пластик            package_width                  -              -               Да
                            Пилот В пластик                    netto                  -              -               Да
                            Пилот В пластик           package_height                  -              -               Да
                            Пилот В пластик                   volume                  -              -               Да
                            Пилот В пластик                   brutto                  -              -               Да
                            Пилот В пластик            package_depth                  -              -               Да
                            Пилот В пластик            package_width               1100              -               Да
                            Пилот В пластик            package_depth                490              -               Да
                            Пилот В пластик           package_height                676              -               Да
                            Пилот В пластик                   brutto              17,56              -               Да
                            Пилот В пластик                   volume              0,364              -               Да
                   Пилот Н пластик-люкс 727            package_width                  -              -               Да
                   Пилот Н пластик-люкс 727                    netto                  -              -               Да
                   Пилот Н пластик-люкс 727           package_height                  -              -               Да
                   Пилот Н пластик-люкс 727                   volume                  -              -               Да
                   Пилот Н пластик-люкс 727                   brutto                  -              -               Да
                   Пилот Н пластик-люкс 727            package_depth                  -              -               Да
                   Пилот Н пластик-люкс 727            package_width                900              -               Да
                   Пилот Н пластик-люкс 727            package_depth                490              -               Да
                   Пилот Н пластик-люкс 727           package_height                676              -               Да
                   Пилот Н пластик-люкс 727                   brutto               18,1              -               Да
                   Пилот Н пластик-люкс 727                   volume                0,3              -               Да
                            Пилот Н пластик            package_width                  -              -               Да
                            Пилот Н пластик                    netto                  -              -               Да
                            Пилот Н пластик           package_height                  -              -               Да
                            Пилот Н пластик                   volume                  -              -               Да
                            Пилот Н пластик                   brutto                  -              -               Да
                            Пилот Н пластик            package_depth                  -              -               Да
                            Пилот Н пластик            package_width                900              -               Да
                            Пилот Н пластик            package_depth                490              -               Да
                            Пилот Н пластик           package_height                676              -               Да
                            Пилот Н пластик                   brutto               17,9              -               Да
                            Пилот Н пластик                   volume                0,3              -               Да
                 Пилот Н/п пластик-люкс 727            package_width                  -              -               Да
                 Пилот Н/п пластик-люкс 727                    netto                  -              -               Да
                 Пилот Н/п пластик-люкс 727           package_height                  -              -               Да
                 Пилот Н/п пластик-люкс 727                   volume                  -              -               Да
                 Пилот Н/п пластик-люкс 727                   brutto                  -              -               Да
                 Пилот Н/п пластик-люкс 727            package_depth                  -              -               Да
                 Пилот Н/п пластик-люкс 727            package_width               1100              -               Да
                 Пилот Н/п пластик-люкс 727            package_depth                490              -               Да
                 Пилот Н/п пластик-люкс 727           package_height                676              -               Да
                 Пилот Н/п пластик-люкс 727                   brutto               19,1              -               Да
                 Пилот Н/п пластик-люкс 727                   volume              0,364              -               Да
                          Пилот Н/п пластик            package_width                  -              -               Да
                          Пилот Н/п пластик                    netto                  -              -               Да
                          Пилот Н/п пластик           package_height                  -              -               Да
                          Пилот Н/п пластик                   volume                  -              -               Да
                          Пилот Н/п пластик                   brutto                  -              -               Да
                          Пилот Н/п пластик            package_depth                  -              -               Да
                          Пилот Н/п пластик            package_width               1100              -               Да
                          Пилот Н/п пластик            package_depth                490              -               Да
                          Пилот Н/п пластик           package_height                676              -               Да
                          Пилот Н/п пластик                   brutto              19,05              -               Да
                          Пилот Н/п пластик                   volume              0,364              -               Да
                      Премьер В пластик 727            package_width                  -              -               Да
                      Премьер В пластик 727                    netto                  -              -               Да
                      Премьер В пластик 727           package_height                  -              -               Да
                      Премьер В пластик 727                   volume                  -              -               Да
                      Премьер В пластик 727                   brutto                  -              -               Да
                      Премьер В пластик 727            package_depth                  -              -               Да
                      Премьер В пластик 727            package_width                910              -               Да
                      Премьер В пластик 727            package_depth                270              -               Да
                      Премьер В пластик 727           package_height                690              -               Да
                      Премьер В пластик 727                   brutto               14,4              -               Да
                      Премьер В пластик 727                   volume               0,17              -               Да
                 Премьер В пластик-люкс 727            package_width                  -              -               Да
                 Премьер В пластик-люкс 727                    netto                  -              -               Да
                 Премьер В пластик-люкс 727           package_height                  -              -               Да
                 Премьер В пластик-люкс 727                   volume                  -              -               Да
                 Премьер В пластик-люкс 727                   brutto                  -              -               Да
                 Премьер В пластик-люкс 727            package_depth                  -              -               Да
                 Премьер В пластик-люкс 727            package_width                910              -               Да
                 Премьер В пластик-люкс 727            package_depth                270              -               Да
                 Премьер В пластик-люкс 727           package_height                690              -               Да
                 Премьер В пластик-люкс 727                   brutto               14,4              -               Да
                 Премьер В пластик-люкс 727                   volume               0,17              -               Да
                                Рикс СН-577            package_width                  -              -               Да
                                Рикс СН-577                    netto                  -              -               Да
                                Рикс СН-577           package_height                  -              -               Да
                                Рикс СН-577                   volume                  -              -               Да
                                Рикс СН-577                   brutto                  -              -               Да
                                Рикс СН-577            package_depth                  -              -               Да
                                Рикс СН-577            package_width                910              -               Да
                                Рикс СН-577            package_depth                270              -               Да
                                Рикс СН-577           package_height                690              -               Да
                                Рикс СН-577                   brutto              17,46              -               Да
                                Рикс СН-577                   volume               0,17              -               Да
                    Ровер Хэви Дьюти СН-708            package_width                  -              -               Да
                    Ровер Хэви Дьюти СН-708                    netto                  -              -               Да
                    Ровер Хэви Дьюти СН-708           package_height                  -              -               Да
                    Ровер Хэви Дьюти СН-708                   volume                  -              -               Да
                    Ровер Хэви Дьюти СН-708                   brutto                  -              -               Да
                    Ровер Хэви Дьюти СН-708            package_depth                  -              -               Да
                    Ровер Хэви Дьюти СН-708            package_width                860              -               Да
                    Ровер Хэви Дьюти СН-708            package_depth                800              -               Да
                    Ровер Хэви Дьюти СН-708           package_height                430              -               Да
                    Ровер Хэви Дьюти СН-708                   brutto               24,5              -               Да
                    Ровер Хэви Дьюти СН-708                   volume                0,3              -               Да
                        Соло СН-601 пластик            package_width                  -              -               Да
                        Соло СН-601 пластик                    netto                  -           10.8               Да
                        Соло СН-601 пластик           package_height                  -              -               Да
                        Соло СН-601 пластик                   volume                  -              -               Да
                        Соло СН-601 пластик                   brutto                  -              -               Да
                        Соло СН-601 пластик            package_depth                  -              -               Да
                        Соло СН-601 пластик            package_width                850              -               Да
                        Соло СН-601 пластик            package_depth                280              -               Да
                        Соло СН-601 пластик           package_height                660              -               Да
                        Соло СН-601 пластик                   brutto          12,5-13,6              -               Да
                        Соло СН-601 пластик                   volume               0,16              -               Да
                           Соло СН-601 хром            package_width                  -              -               Да
